step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
17,CASH_IN,34.0,C45,34.0,0.0,C24,1617.73,1651.73,0,0
17,CASH_OUT,44.65,C18,2306.14,2261.49,C16,712.6,757.25,0,0
17,CASH_OUT,263.49,C32,6060.87,5797.38,C5,2212.37,2475.87,0,0
17,CASH_IN,801.04,C5,2475.87,1674.83,C46,2569.07,3370.11,0,0
17,CASH_OUT,604.0,C44,3600.7,2996.7,C22,4129.06,4733.07,0,0
17,CASH_IN,64.04,C41,5408.28,5344.24,C37,818.7,882.73,0,0
17,CASH_IN,71.26,C19,820.75,749.48,C30,3037.53,3108.8,0,0
17,CASH_OUT,149.72,C26,5673.95,5524.22,C13,986.0,1135.72,0,0
17,TRANSFER,376.95,C44,2996.7,2619.75,C33,173.34,550.29,0,0
17,PAYMENT,12.43,C4,3041.17,3028.75,C3,0.0,12.43,0,0
17,PAYMENT,330.86,C33,550.29,219.43,C3,12.43,343.29,0,0
17,PAYMENT,301.03,C42,4530.68,4229.65,C14,4905.98,5207.01,0,0
17,DEBIT,457.05,C39,14356.27,13899.22,C37,882.73,1339.79,0,0
18,CASH_IN,25.18,C18,2261.49,2236.31,C2,557.64,582.82,0,0
18,PAYMENT,42.78,C13,1135.72,1092.94,C12,4334.92,4377.7,0,0
18,CASH_IN,59.54,C1,443.26,383.71,C39,13899.22,13958.76,0,0
18,CASH_IN,74.81,C43,1911.95,1837.14,C12,4377.7,4452.52,0,0
18,TRANSFER,418.81,C31,1265.17,846.36,C33,219.43,638.24,0,0
18,PAYMENT,48.23,C43,1837.14,1788.91,C22,4733.07,4781.29,0,0
18,PAYMENT,23.86,C42,4229.65,4205.79,C27,2704.86,2728.72,0,0
18,CASH_OUT,20.22,C1,383.71,363.49,C34,2126.57,2146.79,0,0
18,CASH_IN,67.41,C31,846.36,778.95,C11,1977.0,2044.41,0,0
18,DEBIT,37.25,C14,5207.01,5169.76,C43,1788.91,1826.15,0,0
18,CASH_OUT,65.22,C4,3028.75,2963.53,C20,1634.15,1699.37,0,0
18,DEBIT,303.52,C15,4485.49,4181.96,C21,3001.36,3304.89,0,0
18,PAYMENT,86.35,C14,5169.76,5083.41,C42,4205.79,4292.14,0,0
18,PAYMENT,133.53,C47,2781.52,2647.99,C11,2044.41,2177.94,0,0
18,PAYMENT,29.83,C10,10004.57,9974.74,C27,2728.72,2758.56,0,0
18,TRANSFER,7.74,C46,3370.11,3362.37,C9,1628.81,1636.55,0,0
18,CASH_IN,106.38,C10,9974.74,9868.36,C32,5797.38,5903.75,0,0
18,CASH_OUT,64.36,C38,5207.97,5143.61,C18,2236.31,2300.67,0,0
18,PAYMENT,94.84,C12,4452.52,4357.67,C39,13958.76,14053.6,0,0
18,DEBIT,347.19,C17,3727.73,3380.54,C13,1092.94,1440.13,0,0
19,CASH_OUT,1.93,C29,4006.03,4004.09,C47,2647.99,2649.93,0,0
19,PAYMENT,81.25,C42,4292.14,4210.9,C12,4357.67,4438.92,0,0
19,CASH_OUT,196.74,C13,1440.13,1243.39,C19,749.48,946.22,0,0
19,CASH_OUT,269.98,C5,1674.83,1404.85,C17,3380.54,3650.52,0,0
19,CASH_IN,157.5,C14,5083.41,4925.92,C19,946.22,1103.72,0,0
19,CASH_IN,139.35,C43,1826.15,1686.8,C19,1103.72,1243.07,0,0
19,PAYMENT,77.16,C47,2649.93,2572.77,C49,2015.21,2092.37,0,0
19,CASH_IN,378.91,C23,4220.42,3841.51,C33,638.24,1017.16,0,0
19,CASH_OUT,487.94,C22,4781.29,4293.35,C20,1699.37,2187.31,0,0
19,TRANSFER,214.31,C11,2177.94,1963.63,C41,5344.24,5558.55,0,0
19,PAYMENT,390.68,C15,4181.96,3791.29,C42,4210.9,4601.57,0,0
19,PAYMENT,160.57,C49,2092.37,1931.8,C9,1636.55,1797.12,0,0
19,CASH_OUT,407.95,C13,1243.39,835.43,C4,2963.53,3371.48,0,0
19,PAYMENT,132.28,C40,132.28,0.0,C24,1651.73,1784.01,0,0
19,PAYMENT,458.88,C10,9868.36,9409.48,C38,5143.61,5602.49,0,0
19,CASH_IN,86.82,C20,2187.31,2100.49,C13,835.43,922.26,0,0
19,CASH_IN,3.83,C1,363.49,359.66,C26,5524.22,5528.06,0,0
19,PAYMENT,309.51,C30,3108.8,2799.29,C27,2758.56,3068.06,0,0
19,TRANSFER,153.16,C13,922.26,769.09,C31,778.95,932.11,0,0
19,PAYMENT,8.09,C35,1568.75,1560.66,C25,3134.15,3142.24,0,0
20,PAYMENT,470.87,C43,1686.8,1215.94,C13,769.09,1239.96,0,0
20,CASH_IN,103.74,C44,2619.75,2516.01,C11,1963.63,2067.37,0,0
20,CASH_IN,104.15,C20,2100.49,1996.35,C13,1239.96,1344.11,0,0
20,DEBIT,719.5,C36,0.0,0.0,C16,757.25,1476.75,0,0
20,DEBIT,212.5,C39,14053.6,13841.11,C31,932.11,1144.61,0,0
20,TRANSFER,263.26,C29,4004.09,3740.83,C28,159.96,423.22,0,0
20,CASH_IN,93.29,C14,4925.92,4832.63,C6,892.68,985.97,0,0
20,CASH_IN,17.66,C27,3068.06,3050.4,C14,4832.63,4850.29,0,0
20,DEBIT,197.29,C49,1931.8,1734.51,C2,582.82,780.11,0,0
20,CASH_OUT,134.99,C37,1339.79,1204.79,C47,2572.77,2707.76,0,0
20,CASH_OUT,14.49,C18,2300.67,2286.18,C37,1204.79,1219.28,0,0
20,CASH_OUT,452.01,C37,1219.28,767.27,C5,1404.85,1856.86,0,0
20,CASH_IN,286.11,C2,780.11,494.0,C45,0.0,286.11,0,0
20,DEBIT,511.54,C21,3304.89,2793.34,C24,1784.01,2295.55,0,0
20,PAYMENT,92.42,C41,5558.55,5466.13,C47,2707.76,2800.18,0,0
20,CASH_IN,294.32,C33,1017.16,722.83,C1,359.66,653.98,0,0
20,CASH_IN,220.22,C28,423.22,203.0,C19,1243.07,1463.29,0,0
20,PAYMENT,79.92,C7,1770.8,1690.88,C47,2800.18,2880.1,0,0
20,TRANSFER,24.78,C7,1690.88,1666.1,C33,722.83,747.62,0,0
20,PAYMENT,139.19,C22,4293.35,4154.16,C29,3740.83,3880.02,0,0
21,PAYMENT,286.11,C45,286.11,0.0,C5,1856.86,2142.97,0,0
21,PAYMENT,498.14,C29,3880.02,3381.88,C17,3650.52,4148.66,0,0
21,CASH_OUT,578.95,C23,3841.51,3262.56,C11,2067.37,2646.32,0,0
21,CASH_OUT,280.86,C9,1797.12,1516.26,C34,2146.79,2427.65,0,0
21,CASH_OUT,271.03,C34,2427.65,2156.62,C50,4446.53,4717.56,0,0
21,CASH_IN,60.18,C12,4438.92,4378.74,C47,2880.1,2940.28,0,0
21,CASH_IN,102.92,C41,5466.13,5363.21,C31,1144.61,1247.53,0,0
21,CASH_IN,440.24,C40,0.0,0.0,C44,2516.01,2956.25,0,0
21,CASH_OUT,61.42,C2,494.0,432.58,C41,5363.21,5424.63,0,0
21,PAYMENT,42.21,C7,1666.1,1623.88,C45,0.0,42.21,0,0
21,CASH_OUT,42.24,C39,13841.11,13798.86,C31,1247.53,1289.77,0,0
21,CASH_IN,95.54,C39,13798.86,13703.32,C44,2956.25,3051.79,0,0
21,CASH_IN,20.0,C47,2940.28,2920.28,C24,2295.55,2315.55,0,0
21,TRANSFER,42.21,C45,42.21,0.0,C17,4148.66,4190.87,0,0
21,CASH_IN,30.32,C9,1516.26,1485.95,C48,1247.13,1277.44,0,0
21,CASH_OUT,107.23,C31,1289.77,1182.54,C29,3381.88,3489.11,0,0
21,PAYMENT,56.33,C6,985.97,929.63,C35,1560.66,1616.99,0,0
21,CASH_OUT,389.82,C19,1463.29,1073.47,C14,4850.29,5240.11,0,0
21,PAYMENT,20.4,C24,2315.55,2295.14,C23,3262.56,3282.96,0,0
21,TRANSFER,452.22,C4,3371.48,2919.26,C18,2286.18,2738.39,0,0
22,CASH_IN,6.9,C42,4601.57,4594.67,C36,0.0,6.9,0,0
22,CASH_IN,267.55,C24,2295.14,2027.59,C1,653.98,921.53,0,0
22,TRANSFER,2.68,C15,3791.29,3788.61,C21,2793.34,2796.02,0,0
22,CASH_OUT,56.23,C44,3051.79,2995.56,C50,4717.56,4773.79,0,0
22,CASH_OUT,197.84,C48,1277.44,1079.6,C47,2920.28,3118.12,0,0
22,CASH_IN,361.21,C18,2738.39,2377.19,C4,2919.26,3280.47,0,0
22,CASH_OUT,21.4,C7,1623.88,1602.49,C5,2142.97,2164.37,0,0
22,PAYMENT,120.77,C18,2377.19,2256.41,C41,5424.63,5545.41,0,0
22,CASH_OUT,33.44,C20,1996.35,1962.9,C1,921.53,954.98,0,0
22,DEBIT,158.75,C25,3142.24,2983.49,C9,1485.95,1644.7,0,0
22,CASH_IN,94.8,C45,0.0,0.0,C18,2256.41,2351.22,0,0
22,TRANSFER,24.86,C27,3050.4,3025.54,C23,3282.96,3307.83,0,0
22,PAYMENT,138.74,C24,2027.59,1888.85,C43,1215.94,1354.67,0,0
22,CASH_IN,116.32,C21,2796.02,2679.7,C36,6.9,123.22,0,0
22,CASH_IN,72.06,C23,3307.83,3235.77,C33,747.62,819.68,0,0
22,CASH_OUT,117.8,C45,0.0,0.0,C5,2164.37,2282.16,0,0
22,DEBIT,170.64,C24,1888.85,1718.22,C42,4594.67,4765.31,0,0
22,CASH_IN,264.71,C35,1616.99,1352.28,C47,3118.12,3382.83,0,0
22,PAYMENT,232.12,C44,2995.56,2763.43,C17,4190.87,4422.99,0,0
22,CASH_OUT,416.96,C2,432.58,15.62,C39,13703.32,14120.28,0,0
23,PAYMENT,177.72,C16,1476.75,1299.03,C12,4378.74,4556.46,0,0
23,PAYMENT,52.95,C31,1182.54,1129.59,C43,1354.67,1407.62,0,0
23,PAYMENT,37.53,C45,0.0,0.0,C35,1352.28,1389.82,0,0
23,PAYMENT,71.38,C1,954.98,883.59,C22,4154.16,4225.54,0,0
23,PAYMENT,44.16,C3,343.29,299.13,C15,3788.61,3832.77,0,0
23,CASH_IN,26.18,C41,5545.41,5519.23,C17,4422.99,4449.17,0,0
23,PAYMENT,15.62,C2,15.62,0.0,C48,1079.6,1095.22,0,0
23,PAYMENT,151.15,C14,5240.11,5088.96,C8,207.43,358.59,0,0
23,PAYMENT,62.11,C21,2679.7,2617.6,C30,2799.29,2861.4,0,0
23,CASH_IN,247.34,C30,2861.4,2614.06,C42,4765.31,5012.65,0,0
23,CASH_OUT,517.15,C11,2646.32,2129.17,C20,1962.9,2480.05,0,0
23,CASH_IN,170.99,C17,4449.17,4278.18,C16,1299.03,1470.01,0,0
23,CASH_IN,115.86,C13,1344.11,1228.25,C12,4556.46,4672.32,0,0
23,PAYMENT,118.31,C48,1095.22,976.91,C44,2763.43,2881.75,0,0
23,PAYMENT,524.75,C17,4278.18,3753.43,C11,2129.17,2653.92,0,0
23,CASH_OUT,14.34,C7,1602.49,1588.14,C10,9409.48,9423.82,0,0
23,CASH_OUT,120.26,C11,2653.92,2533.66,C9,1644.7,1764.96,0,0
23,CASH_IN,77.18,C12,4672.32,4595.13,C27,3025.54,3102.72,0,0
23,CASH_OUT,92.48,C32,5903.75,5811.27,C1,883.59,976.08,0,0
23,CASH_IN,4.21,C19,1073.47,1069.26,C20,2480.05,2484.26,0,0
24,PAYMENT,376.47,C10,9423.82,9047.35,C30,2614.06,2990.53,0,0
24,TRANSFER,456.22,C46,3362.37,2906.15,C12,4595.13,5051.36,0,0
24,DEBIT,37.29,C50,4773.79,4736.5,C35,1389.82,1427.11,0,0
24,PAYMENT,247.77,C9,1764.96,1517.19,C3,299.13,546.9,0,0
24,CASH_IN,30.32,C45,0.0,0.0,C32,5811.27,5841.59,0,0
24,CASH_IN,362.47,C47,3382.83,3020.37,C33,819.68,1182.14,0,0
24,CASH_OUT,32.85,C11,2533.66,2500.82,C30,2990.53,3023.37,0,0
24,PAYMENT,98.92,C9,1517.19,1418.28,C22,4225.54,4324.46,0,0
24,PAYMENT,130.74,C23,3235.77,3105.03,C20,2484.26,2615.0,0,0
24,CASH_OUT,22.56,C8,358.59,336.03,C15,3832.77,3855.33,0,0
24,CASH_IN,565.24,C5,2282.16,1716.92,C36,123.22,688.46,0,0
24,CASH_OUT,104.03,C49,1734.51,1630.47,C19,1069.26,1173.29,0,0
24,CASH_OUT,98.35,C20,2615.0,2516.65,C8,336.03,434.38,0,0
24,CASH_IN,332.18,C40,0.0,0.0,C26,5528.06,5860.24,0,0
24,CASH_OUT,16.34,C28,203.0,186.66,C22,4324.46,4340.8,0,0
24,CASH_IN,182.49,C1,976.08,793.59,C47,3020.37,3202.85,0,0
24,TRANSFER,406.09,C47,3202.85,2796.76,C9,1418.28,1824.37,0,0
24,CASH_OUT,609.02,C44,2881.75,2272.73,C41,5519.23,6128.25,0,0
24,CASH_OUT,61.21,C13,1228.25,1167.04,C30,3023.37,3084.58,0,0
24,DEBIT,26.87,C16,1470.01,1443.14,C28,186.66,213.53,0,0
25,CASH_OUT,82.72,C5,1716.92,1634.2,C49,1630.47,1713.2,0,0
25,CASH_IN,85.64,C2,0.0,0.0,C1,793.59,879.23,0,0
25,PAYMENT,51.08,C32,5841.59,5790.51,C31,1129.59,1180.67,0,0
25,CASH_OUT,55.44,C10,9047.35,8991.91,C22,4340.8,4396.23,0,0
25,CASH_OUT,78.82,C32,5790.51,5711.7,C22,4396.23,4475.05,0,0
25,PAYMENT,28.31,C43,1407.62,1379.31,C21,2617.6,2645.91,0,0
25,CASH_IN,7.08,C14,5088.96,5081.88,C34,2156.62,2163.7,0,0
25,CASH_OUT,67.24,C13,1167.04,1099.81,C10,8991.91,9059.15,0,0
25,PAYMENT,67.37,C35,1427.11,1359.74,C32,5711.7,5779.07,0,0
25,CASH_OUT,394.09,C17,3753.43,3359.34,C35,1359.74,1753.83,0,0
25,TRANSFER,466.33,C50,4736.5,4270.17,C6,929.63,1395.96,0,0
25,PAYMENT,43.37,C44,2272.73,2229.37,C12,5051.36,5094.72,0,0
25,CASH_OUT,169.44,C13,1099.81,930.36,C26,5860.24,6029.68,0,0
25,CASH_IN,7.87,C3,546.9,539.03,C31,1180.67,1188.54,0,0
25,PAYMENT,153.88,C26,6029.68,5875.8,C48,976.91,1130.79,0,0
25,CASH_OUT,183.94,C25,2983.49,2799.55,C11,2500.82,2684.76,0,0
25,CASH_IN,13.92,C36,688.46,674.54,C46,2906.15,2920.07,0,0
25,PAYMENT,179.62,C18,2351.22,2171.6,C28,213.53,393.15,0,0
25,CASH_IN,5.66,C9,1824.37,1818.71,C41,6128.25,6133.9,0,0
25,CASH_IN,158.29,C21,2645.91,2487.62,C15,3855.33,4013.62,0,0
26,TRANSFER,39.09,C48,1130.79,1091.7,C1,879.23,918.32,0,0
26,TRANSFER,60.73,C16,1443.14,1382.41,C19,1173.29,1234.02,0,0
26,TRANSFER,712.52,C19,1234.02,521.51,C8,434.38,1146.9,0,0
26,TRANSFER,287.55,C24,1718.22,1430.66,C23,3105.03,3392.58,0,0
26,CASH_IN,201.01,C9,1818.71,1617.7,C23,3392.58,3593.59,0,0
26,PAYMENT,145.4,C18,2171.6,2026.2,C1,918.32,1063.72,0,0
26,TRANSFER,38.55,C20,2516.65,2478.1,C50,4270.17,4308.72,0,0
26,CASH_OUT,116.42,C32,5779.07,5662.65,C2,0.0,116.42,0,0
26,TRANSFER,223.8,C46,2920.07,2696.27,C50,4308.72,4532.52,0,0
26,CASH_OUT,287.26,C16,1382.41,1095.15,C19,521.51,808.77,0,0
26,PAYMENT,40.44,C1,1063.72,1023.28,C16,1095.15,1135.59,0,0
26,CASH_OUT,78.8,C29,3489.11,3410.31,C32,5662.65,5741.45,0,0
26,PAYMENT,162.57,C46,2696.27,2533.69,C2,116.42,278.99,0,0
26,CASH_OUT,7.52,C6,1395.96,1388.44,C43,1379.31,1386.83,0,0
26,CASH_IN,11.8,C48,1091.7,1079.9,C29,3410.31,3422.11,0,0
26,TRANSFER,39.74,C28,393.15,353.41,C50,4532.52,4572.26,0,0
26,CASH_OUT,286.89,C6,1388.44,1101.55,C12,5094.72,5381.62,0,0
26,CASH_IN,20.27,C28,353.41,333.15,C15,4013.62,4033.88,0,0
26,TRANSFER,249.5,C23,3593.59,3344.09,C15,4033.88,4283.38,0,0
26,CASH_OUT,447.02,C31,1188.54,741.52,C8,1146.9,1593.92,0,0
27,CASH_OUT,29.74,C27,3102.72,3072.98,C7,1588.14,1617.88,0,0
27,CASH_IN,48.94,C2,278.99,230.05,C34,2163.7,2212.64,0,0
27,PAYMENT,25.99,C12,5381.62,5355.62,C3,539.03,565.02,0,0
27,CASH_IN,414.52,C18,2026.2,1611.68,C33,1182.14,1596.66,0,0
27,DEBIT,292.37,C45,0.0,0.0,C29,3422.11,3714.49,0,0
27,PAYMENT,24.73,C17,3359.34,3334.61,C43,1386.83,1411.57,0,0
27,CASH_IN,521.98,C7,1617.88,1095.9,C47,2796.76,3318.74,0,0
27,PAYMENT,113.73,C16,1135.59,1021.86,C8,1593.92,1707.64,0,0
27,CASH_IN,150.98,C27,3072.98,2922.0,C29,3714.49,3865.47,0,0
27,CASH_OUT,247.16,C38,5602.49,5355.34,C27,2922.0,3169.16,0,0
27,CASH_IN,230.36,C6,1101.55,871.18,C10,9059.15,9289.51,0,0
27,PAYMENT,202.92,C5,1634.2,1431.28,C20,2478.1,2681.02,0,0
27,CASH_OUT,91.66,C47,3318.74,3227.08,C29,3865.47,3957.12,0,0
27,CASH_OUT,72.47,C12,5355.62,5283.15,C1,1023.28,1095.75,0,0
27,CASH_IN,14.27,C24,1430.66,1416.39,C36,674.54,688.81,0,0
27,PAYMENT,20.62,C7,1095.9,1075.28,C30,3084.58,3105.2,0,0
27,PAYMENT,210.59,C44,2229.37,2018.78,C15,4283.38,4493.97,0,0
27,PAYMENT,85.3,C27,3169.16,3083.86,C34,2212.64,2297.94,0,0
27,CASH_IN,196.08,C31,741.52,545.45,C50,4572.26,4768.33,0,0
27,CASH_IN,1.81,C15,4493.97,4492.16,C45,0.0,1.81,0,0
28,PAYMENT,45.93,C46,2533.69,2487.76,C17,3334.61,3380.54,0,0
28,TRANSFER,191.87,C38,5355.34,5163.47,C50,4768.33,4960.2,0,0
28,PAYMENT,88.05,C41,6133.9,6045.85,C14,5081.88,5169.93,0,0
28,CASH_IN,1.81,C45,1.81,0.0,C38,5163.47,5165.28,0,0
28,PAYMENT,148.93,C33,1596.66,1447.74,C17,3380.54,3529.46,0,0
28,CASH_OUT,106.74,C46,2487.76,2381.02,C44,2018.78,2125.52,0,0
28,TRANSFER,273.43,C33,1447.74,1174.3,C31,545.45,818.88,0,0
28,CASH_OUT,157.93,C33,1174.3,1016.37,C46,2381.02,2538.95,0,0
28,PAYMENT,169.18,C10,9289.51,9120.34,C44,2125.52,2294.7,0,0
28,CASH_OUT,24.6,C20,2681.02,2656.42,C25,2799.55,2824.15,0,0
28,TRANSFER,78.28,C40,0.0,0.0,C48,1079.9,1158.17,0,0
28,CASH_OUT,8.57,C43,1411.57,1402.99,C17,3529.46,3538.04,0,0
28,CASH_OUT,230.05,C2,230.05,0.0,C48,1158.17,1388.22,0,0
28,PAYMENT,516.46,C45,0.0,0.0,C50,4960.2,5476.67,0,0
28,PAYMENT,113.09,C35,1753.83,1640.74,C13,930.36,1043.46,0,0
28,CASH_IN,120.87,C31,818.88,698.01,C16,1021.86,1142.73,0,0
28,TRANSFER,339.4,C1,1095.75,756.35,C10,9120.34,9459.74,0,0
28,PAYMENT,27.34,C12,5283.15,5255.81,C24,1416.39,1443.73,0,0
28,PAYMENT,33.95,C49,1713.2,1679.24,C40,0.0,33.95,0,0
28,CASH_OUT,150.03,C19,808.77,658.74,C37,767.27,917.3,0,0
29,CASH_IN,100.9,C12,5255.81,5154.91,C34,2297.94,2398.84,0,0
29,CASH_OUT,361.41,C11,2684.76,2323.35,C20,2656.42,3017.83,0,0
29,CASH_OUT,74.92,C42,5012.65,4937.73,C35,1640.74,1715.66,0,0
29,CASH_OUT,40.34,C23,3344.09,3303.76,C45,0.0,40.34,0,0
29,TRANSFER,191.4,C20,3017.83,2826.43,C27,3083.86,3275.26,0,0
29,CASH_IN,346.04,C22,4475.05,4129.01,C38,5165.28,5511.32,0,0
29,PAYMENT,150.35,C38,5511.32,5360.98,C21,2487.62,2637.97,0,0
29,CASH_IN,85.56,C10,9459.74,9374.18,C23,3303.76,3389.31,0,0
29,PAYMENT,155.96,C39,14120.28,13964.32,C8,1707.64,1863.6,0,0
29,PAYMENT,125.05,C49,1679.24,1554.19,C5,1431.28,1556.33,0,0
29,CASH_OUT,260.46,C22,4129.01,3868.54,C35,1715.66,1976.12,0,0
29,CASH_IN,40.34,C45,40.34,0.0,C46,2538.95,2579.29,0,0
29,CASH_IN,27.47,C37,917.3,889.82,C42,4937.73,4965.2,0,0
29,TRANSFER,120.36,C11,2323.35,2202.99,C3,565.02,685.38,0,0
29,CASH_OUT,0.11,C32,5741.45,5741.34,C34,2398.84,2398.95,0,0
29,CASH_OUT,94.31,C45,0.0,0.0,C15,4492.16,4586.48,0,0
29,CASH_OUT,17.64,C35,1976.12,1958.48,C11,2202.99,2220.62,0,0
29,CASH_IN,33.95,C40,33.95,0.0,C26,5875.8,5909.75,0,0
29,TRANSFER,50.99,C4,3280.47,3229.48,C8,1863.6,1914.6,0,0
29,TRANSFER,132.92,C39,13964.32,13831.4,C49,1554.19,1687.11,0,0
30,DEBIT,71.18,C11,2220.62,2149.45,C12,5154.91,5226.08,0,0
30,CASH_IN,296.81,C33,1016.37,719.56,C24,1443.73,1740.54,0,0
30,CASH_IN,61.71,C36,688.81,627.1,C38,5360.98,5422.69,0,0
30,TRANSFER,244.48,C28,333.15,88.67,C20,2826.43,3070.91,0,0
30,CASH_IN,106.04,C18,1611.68,1505.64,C26,5909.75,6015.79,0,0
30,PAYMENT,180.79,C42,4965.2,4784.41,C17,3538.04,3718.83,0,0
30,PAYMENT,46.24,C31,698.01,651.77,C38,5422.69,5468.93,0,0
30,TRANSFER,122.89,C12,5226.08,5103.2,C27,3275.26,3398.15,0,0
30,CASH_OUT,514.87,C48,1388.22,873.35,C17,3718.83,4233.7,0,0
30,PAYMENT,6.87,C28,88.67,81.8,C27,3398.15,3405.02,0,0
30,PAYMENT,190.64,C3,685.38,494.74,C5,1556.33,1746.96,0,0
30,CASH_OUT,11.77,C17,4233.7,4221.94,C3,494.74,506.51,0,0
30,CASH_IN,276.73,C42,4784.41,4507.67,C15,4586.48,4863.21,0,0
30,PAYMENT,219.74,C20,3070.91,2851.17,C49,1687.11,1906.85,0,0
30,PAYMENT,133.83,C16,1142.73,1008.9,C35,1958.48,2092.31,0,0
30,TRANSFER,19.34,C27,3405.02,3385.68,C4,3229.48,3248.81,0,0
30,DEBIT,171.36,C11,2149.45,1978.08,C30,3105.2,3276.56,0,0
30,DEBIT,908.61,C41,6045.85,5137.24,C8,1914.6,2823.21,0,0
30,PAYMENT,281.13,C20,2851.17,2570.04,C24,1740.54,2021.67,0,0
30,CASH_OUT,37.28,C23,3389.31,3352.03,C47,3227.08,3264.36,0,0
31,TRANSFER,34.94,C44,2294.7,2259.75,C22,3868.54,3903.49,0,0
31,PAYMENT,366.84,C20,2570.04,2203.2,C26,6015.79,6382.64,0,0
31,TRANSFER,165.09,C33,719.56,554.47,C16,1008.9,1173.99,0,0
31,CASH_OUT,211.24,C35,2092.31,1881.07,C50,5476.67,5687.91,0,0
31,PAYMENT,23.82,C16,1173.99,1150.16,C36,627.1,650.92,0,0
31,CASH_OUT,275.74,C16,1150.16,874.43,C32,5741.34,6017.08,0,0
31,PAYMENT,191.28,C49,1906.85,1715.57,C40,0.0,191.28,0,0
31,CASH_OUT,34.84,C6,871.18,836.35,C39,13831.4,13866.24,0,0
31,TRANSFER,974.5,C44,2259.75,1285.26,C29,3957.12,4931.62,0,0
31,TRANSFER,195.17,C14,5169.93,4974.76,C36,650.92,846.1,0,0
31,CASH_IN,37.34,C14,4974.76,4937.42,C20,2203.2,2240.53,0,0
31,CASH_IN,570.07,C34,2398.95,1828.88,C44,1285.26,1855.33,0,0
31,CASH_IN,149.97,C25,2824.15,2674.18,C48,873.35,1023.32,0,0
31,CASH_OUT,49.21,C27,3385.68,3336.46,C45,0.0,49.21,0,0
31,CASH_OUT,89.71,C5,1746.96,1657.26,C41,5137.24,5226.94,0,0
31,CASH_OUT,191.8,C41,5226.94,5035.14,C46,2579.29,2771.09,0,0
31,CASH_IN,78.29,C33,554.47,476.18,C23,3352.03,3430.33,0,0
31,CASH_IN,238.45,C42,4507.67,4269.22,C12,5103.2,5341.65,0,0
31,CASH_IN,10.59,C50,5687.91,5677.31,C23,3430.33,3440.92,0,0
31,CASH_OUT,214.42,C42,4269.22,4054.8,C48,1023.32,1237.74,0,0
32,TRANSFER,192.19,C12,5341.65,5149.45,C40,191.28,383.47,0,0
32,PAYMENT,30.39,C44,1855.33,1824.94,C16,874.43,904.82,0,0
32,PAYMENT,194.27,C27,3336.46,3142.2,C9,1617.7,1811.97,0,0
32,PAYMENT,50.1,C43,1402.99,1352.89,C32,6017.08,6067.18,0,0
32,CASH_OUT,27.48,C1,756.35,728.87,C37,889.82,917.3,0,0
32,CASH_IN,102.09,C25,2674.18,2572.09,C39,13866.24,13968.33,0,0
32,PAYMENT,12.03,C41,5035.14,5023.12,C48,1237.74,1249.76,0,0
32,PAYMENT,38.39,C21,2637.97,2599.58,C18,1505.64,1544.03,0,0
32,CASH_IN,199.02,C19,658.74,459.72,C49,1715.57,1914.59,0,0
32,CASH_OUT,9.51,C21,2599.58,2590.06,C7,1075.28,1084.8,0,0
32,CASH_OUT,49.44,C12,5149.45,5100.01,C10,9374.18,9423.62,0,0
32,CASH_IN,245.01,C39,13968.33,13723.32,C18,1544.03,1789.04,0,0
32,CASH_IN,61.03,C30,3276.56,3215.53,C4,3248.81,3309.85,0,0
32,TRANSFER,186.99,C9,1811.97,1624.98,C36,846.1,1033.08,0,0
32,CASH_OUT,99.44,C43,1352.89,1253.46,C14,4937.42,5036.86,0,0
32,DEBIT,119.23,C32,6067.18,5947.95,C40,383.47,502.7,0,0
32,TRANSFER,82.13,C34,1828.88,1746.75,C24,2021.67,2103.8,0,0
32,CASH_IN,155.36,C22,3903.49,3748.13,C47,3264.36,3419.72,0,0
32,CASH_IN,2.32,C46,2771.09,2768.78,C13,1043.46,1045.77,0,0
32,CASH_OUT,37.16,C42,4054.8,4017.65,C13,1045.77,1082.93,0,0
33,TRANSFER,51.1,C42,4017.65,3966.55,C2,0.0,51.1,0,0
33,PAYMENT,27.32,C5,1657.26,1629.94,C14,5036.86,5064.18,0,0
33,CASH_OUT,143.42,C8,2823.21,2679.79,C17,4221.94,4365.36,0,0
33,CASH_IN,409.82,C10,9423.62,9013.8,C19,459.72,869.55,0,0
33,CASH_IN,90.86,C35,1881.07,1790.21,C31,651.77,742.64,0,0
33,PAYMENT,531.91,C24,2103.8,1571.89,C27,3142.2,3674.11,0,0
33,PAYMENT,281.23,C49,1914.59,1633.36,C28,81.8,363.03,0,0
33,PAYMENT,76.22,C47,3419.72,3343.5,C3,506.51,582.74,0,0
33,PAYMENT,126.98,C25,2572.09,2445.11,C6,836.35,963.33,0,0
33,PAYMENT,51.1,C2,51.1,0.0,C1,728.87,779.97,0,0
33,TRANSFER,461.08,C5,1629.94,1168.86,C19,869.55,1330.63,0,0
33,CASH_IN,358.93,C1,779.97,421.03,C20,2240.53,2599.47,0,0
33,CASH_OUT,19.9,C5,1168.86,1148.95,C9,1624.98,1644.89,0,0
33,TRANSFER,333.28,C17,4365.36,4032.07,C4,3309.85,3643.13,0,0
33,CASH_IN,250.93,C3,582.74,331.8,C30,3215.53,3466.47,0,0
